,Unnamed: 0,original_video_name,hash_video_name,content,fps,codec,resolution,bitrate,begin_time
184,184,USOpen_HEVC_SFR_720p_2200K_166.y4m,145506730618490687621242412889311185264.y4m,USOpen,25.0,HEVC,1280x720,2200K,166
185,185,USOpen_HEVC_SFR_288p_300K_166.y4m,199264699369526265539743190065057784619.y4m,USOpen,25.0,HEVC,512x288,300K,166
186,186,USOpen_HEVC_HFR_540p_1100K_166.y4m,105942227825741890827028801182831893632.y4m,USOpen,50.0,HEVC,960x540,1100K,166
187,187,USOpen_HEVC_SFR_396p_600K_166.y4m,211748399537087526910336351022439753539.y4m,USOpen,25.0,HEVC,704x396,600K,166
188,188,USOpen_HEVC_SFR_396p_900K_166.y4m,64405083707180912825670956760747243419.y4m,USOpen,25.0,HEVC,704x396,900K,166
189,189,USOpen_HEVC_HFR_540p_1900K_166.y4m,247172007874212731710045241128136391856.y4m,USOpen,50.0,HEVC,960x540,1900K,166
190,190,USOpen_HEVC_SFR_540p_1100K_166.y4m,87033691991306674757508956115364558571.y4m,USOpen,25.0,HEVC,960x540,1100K,166
191,191,USOpen_HEVC_SFR_540p_1900K_166.y4m,20224377538311656524364753148444120368.y4m,USOpen,25.0,HEVC,960x540,1900K,166
192,192,Cricket1_AVC_HFR_288p_300K_86.y4m,125967911904688557255111195249825574353.y4m,Cricket1,50.0,AVC,512x288,300K,86
193,193,Cricket1_AVC_SFR_288p_200K_86.y4m,208852576279080958674547809465491320795.y4m,Cricket1,25.0,AVC,512x288,200K,86
194,194,Cricket1_AVC_HFR_396p_600K_86.y4m,286553958836311551609221694283557837761.y4m,Cricket1,50.0,AVC,704x396,600K,86
195,195,Cricket1_AVC_SFR_396p_400K_86.y4m,24390427576663726418414876929071686171.y4m,Cricket1,25.0,AVC,704x396,400K,86
196,196,Cricket1_AVC_SFR_396p_800K_86.y4m,253525516386645139743975349285036270272.y4m,Cricket1,25.0,AVC,704x396,800K,86
197,197,Cricket1_AVC_HFR_396p_900K_86.y4m,317500158707222497091444425558438586539.y4m,Cricket1,50.0,AVC,704x396,900K,86
198,198,Cricket1_AVC_SFR_540p_1200K_86.y4m,281185080989948148886943419127222396710.y4m,Cricket1,25.0,AVC,960x540,1200K,86
199,199,Cricket1_AVC_SFR_540p_1800K_86.y4m,39759848095392529150455918876585462068.y4m,Cricket1,25.0,AVC,960x540,1800K,86
200,200,Cricket1_AVC_SFR_720p_2000K_86.y4m,97203236897002203246194073187253366504.y4m,Cricket1,25.0,AVC,1280x720,2000K,86
201,201,Cricket1_AVC_HFR_540p_1300K_86.y4m,235874669988633133275731896552590774129.y4m,Cricket1,50.0,AVC,960x540,1300K,86
202,202,Cricket1_HEVC_HFR_288p_300K_86.y4m,220737870032901150484392241841520569932.y4m,Cricket1,50.0,HEVC,512x288,300K,86
203,203,Cricket1_HEVC_HFR_396p_600K_86.y4m,234097650750808491432721995919661816763.y4m,Cricket1,50.0,HEVC,704x396,600K,86
204,204,Cricket1_AVC_HFR_540p_1900K_86.y4m,72164772510459005647647743944967931829.y4m,Cricket1,50.0,AVC,960x540,1900K,86
205,205,Cricket1_AVC_HFR_720p_2200K_86.y4m,66259711056203548371532425519432699158.y4m,Cricket1,50.0,AVC,1280x720,2200K,86
206,206,Cricket1_HEVC_HFR_396p_900K_86.y4m,46464838362804489324529191354682074016.y4m,Cricket1,50.0,HEVC,704x396,900K,86
207,207,Cricket1_HEVC_SFR_288p_300K_86.y4m,224364196885256868610024501942326796907.y4m,Cricket1,25.0,HEVC,512x288,300K,86
208,208,Cricket1_HEVC_HFR_540p_1100K_86.y4m,274381275758492068211163685618458414579.y4m,Cricket1,50.0,HEVC,960x540,1100K,86
209,209,Cricket1_HEVC_SFR_396p_600K_86.y4m,230615781553700114202247999748245097683.y4m,Cricket1,25.0,HEVC,704x396,600K,86
210,210,Cricket1_HEVC_HFR_720p_2200K_86.y4m,211223654972866454415931415269240676907.y4m,Cricket1,50.0,HEVC,1280x720,2200K,86
211,211,Cricket1_HEVC_SFR_396p_900K_86.y4m,110303702977700373321254986536379043525.y4m,Cricket1,25.0,HEVC,704x396,900K,86
212,212,Cricket1_HEVC_HFR_540p_1900K_86.y4m,264308092138755182072039819998151609791.y4m,Cricket1,50.0,HEVC,960x540,1900K,86
213,213,Cricket1_HEVC_SFR_540p_1100K_86.y4m,267415303902360765580554161422735717450.y4m,Cricket1,25.0,HEVC,960x540,1100K,86
214,214,Cricket1_HEVC_SFR_540p_1900K_86.y4m,311925461922173039190120815526994767085.y4m,Cricket1,25.0,HEVC,960x540,1900K,86
215,215,Cricket1_HEVC_SFR_720p_2200K_86.y4m,268063494289450245847191156911322825100.y4m,Cricket1,25.0,HEVC,1280x720,2200K,86
216,216,Cricket2_AVC_HFR_288p_300K_90.y4m,332593043588804616285569038458071798115.y4m,Cricket2,50.0,AVC,512x288,300K,90
217,217,Cricket2_AVC_HFR_396p_600K_90.y4m,215356198985850718945295209453628108056.y4m,Cricket2,50.0,AVC,704x396,600K,90
218,218,Cricket2_AVC_HFR_396p_900K_90.y4m,83277782794535419138388818100543619721.y4m,Cricket2,50.0,AVC,704x396,900K,90
219,219,Cricket2_AVC_SFR_288p_200K_90.y4m,12607237751912985356729210174591902738.y4m,Cricket2,25.0,AVC,512x288,200K,90
220,220,Cricket2_AVC_HFR_540p_1300K_90.y4m,163510072312799543427463656914320254963.y4m,Cricket2,50.0,AVC,960x540,1300K,90
221,221,Cricket2_AVC_SFR_396p_400K_90.y4m,134887625249863097170539008388085163730.y4m,Cricket2,25.0,AVC,704x396,400K,90
222,222,Cricket2_AVC_SFR_396p_800K_90.y4m,61552609253819006848619756072877077866.y4m,Cricket2,25.0,AVC,704x396,800K,90
223,223,Cricket2_AVC_HFR_540p_1900K_90.y4m,218797781427374539278633862426308069907.y4m,Cricket2,50.0,AVC,960x540,1900K,90
224,224,Cricket2_AVC_SFR_540p_1200K_90.y4m,102766090170356144725167020391829597108.y4m,Cricket2,25.0,AVC,960x540,1200K,90
225,225,Cricket2_HEVC_HFR_288p_300K_90.y4m,336280816183787488384224108982778628874.y4m,Cricket2,50.0,HEVC,512x288,300K,90
226,226,Cricket2_AVC_HFR_720p_2200K_90.y4m,307066867612951233106360876602419712855.y4m,Cricket2,50.0,AVC,1280x720,2200K,90
227,227,Cricket2_AVC_SFR_540p_1800K_90.y4m,307447739125463141898209871065995342557.y4m,Cricket2,25.0,AVC,960x540,1800K,90
228,228,Cricket2_HEVC_HFR_396p_600K_90.y4m,183980321948346812736284926706715101317.y4m,Cricket2,50.0,HEVC,704x396,600K,90
229,229,Cricket2_AVC_SFR_720p_2000K_90.y4m,337783028205665067917150164848314898074.y4m,Cricket2,25.0,AVC,1280x720,2000K,90
230,230,Cricket2_HEVC_HFR_396p_900K_90.y4m,157263565546748932450383911210921739511.y4m,Cricket2,50.0,HEVC,704x396,900K,90
231,231,Cricket2_HEVC_SFR_288p_300K_90.y4m,155407610695959803372557494324200683219.y4m,Cricket2,25.0,HEVC,512x288,300K,90
232,232,Cricket2_HEVC_HFR_540p_1100K_90.y4m,233694505049409636575615295920132747560.y4m,Cricket2,50.0,HEVC,960x540,1100K,90
233,233,Cricket2_HEVC_SFR_396p_600K_90.y4m,28359911429680422888664204136856006243.y4m,Cricket2,25.0,HEVC,704x396,600K,90
234,234,Cricket2_HEVC_HFR_720p_2200K_90.y4m,312945364894260530501230224730631997884.y4m,Cricket2,50.0,HEVC,1280x720,2200K,90
235,235,Cricket2_HEVC_SFR_396p_900K_90.y4m,49856161668581561765233017122417785783.y4m,Cricket2,25.0,HEVC,704x396,900K,90
236,236,Cricket2_HEVC_HFR_540p_1900K_90.y4m,126900490453680539735287745510152456018.y4m,Cricket2,50.0,HEVC,960x540,1900K,90
237,237,Cricket2_HEVC_SFR_540p_1100K_90.y4m,289138594691579741440143832203652086762.y4m,Cricket2,25.0,HEVC,960x540,1100K,90
238,238,Cricket2_HEVC_SFR_540p_1900K_90.y4m,106704756187281552964855025669931641131.y4m,Cricket2,25.0,HEVC,960x540,1900K,90
239,239,Cricket2_HEVC_SFR_720p_2200K_90.y4m,41789816500295085945755887374890270606.y4m,Cricket2,25.0,HEVC,1280x720,2200K,90
240,240,EPLDay_HEVC_HFR_288p_300K_20.y4m,300814032289060663492700620528529457660.y4m,EPLDay,50.0,HEVC,512x288,300K,20
241,241,EPLDay_HEVC_HFR_540p_1900K_20.y4m,25260707989082124299598423660454776457.y4m,EPLDay,50.0,HEVC,960x540,1900K,20
242,242,EPLDay_HEVC_HFR_396p_900K_20.y4m,32570057079454123683852288893212585412.y4m,EPLDay,50.0,HEVC,704x396,900K,20
243,243,EPLDay_HEVC_HFR_396p_600K_20.y4m,12908461547700371100708737235462268102.y4m,EPLDay,50.0,HEVC,704x396,600K,20
244,244,EPLDay_HEVC_HFR_540p_1100K_20.y4m,89738792378888521736961131004207163635.y4m,EPLDay,50.0,HEVC,960x540,1100K,20
245,245,EPLDay_HEVC_SFR_288p_300K_20.y4m,201866561069827123994114585968241132024.y4m,EPLDay,25.0,HEVC,512x288,300K,20
246,246,EPLDay_HEVC_SFR_396p_900K_20.y4m,303862408844720408554515193409841557692.y4m,EPLDay,25.0,HEVC,704x396,900K,20
247,247,EPLDay_HEVC_SFR_396p_600K_20.y4m,141773281696134469874549028106558148951.y4m,EPLDay,25.0,HEVC,704x396,600K,20
248,248,EPLDay_HEVC_SFR_540p_1900K_20.y4m,95507184578330590976254988617279445811.y4m,EPLDay,25.0,HEVC,960x540,1900K,20
249,249,EPLDay_HEVC_SFR_540p_1100K_20.y4m,181697726342853092821256074451355146014.y4m,EPLDay,25.0,HEVC,960x540,1100K,20
250,250,EPLDay_AVC_HFR_288p_300K_20.y4m,90022460500598271166737152492278633189.y4m,EPLDay,50.0,AVC,512x288,300K,20
251,251,EPLDay_AVC_HFR_396p_600K_20.y4m,74252760729371506366074349810442990223.y4m,EPLDay,50.0,AVC,704x396,600K,20
252,252,EPLDay_AVC_HFR_396p_900K_20.y4m,52399724487445823113488760455157739106.y4m,EPLDay,50.0,AVC,704x396,900K,20
253,253,EPLDay_AVC_HFR_540p_1300K_20.y4m,207503194636156770901855031339381463721.y4m,EPLDay,50.0,AVC,960x540,1300K,20
254,254,EPLDay_AVC_SFR_288p_200K_20.y4m,133668649716586990484146815994077993464.y4m,EPLDay,25.0,AVC,512x288,200K,20
255,255,EPLDay_AVC_HFR_540p_1900K_20.y4m,159854258954277750747843720971738004902.y4m,EPLDay,50.0,AVC,960x540,1900K,20
256,256,EPLDay_AVC_SFR_396p_400K_20.y4m,124102068483042899109190238164455919511.y4m,EPLDay,25.0,AVC,704x396,400K,20
257,257,EPLDay_AVC_HFR_720p_2200K_20.y4m,123941600250322845102683402335579800933.y4m,EPLDay,50.0,AVC,1280x720,2200K,20
258,258,EPLDay_AVC_SFR_396p_800K_20.y4m,177013634999779099703081445311035696530.y4m,EPLDay,25.0,AVC,704x396,800K,20
259,259,EPLDay_AVC_SFR_540p_1200K_20.y4m,161310947733441481592565995592703840008.y4m,EPLDay,25.0,AVC,960x540,1200K,20
260,260,EPLDay_AVC_SFR_540p_1800K_20.y4m,308746183377883616034568609520839149329.y4m,EPLDay,25.0,AVC,960x540,1800K,20
261,261,EPLDay_AVC_SFR_720p_2000K_20.y4m,1971070579676925468356710549856008622.y4m,EPLDay,25.0,AVC,1280x720,2000K,20
262,262,EPLDay_HEVC_HFR_720p_2200K_20.y4m,27853102044289506601198900179845794718.y4m,EPLDay,50.0,HEVC,1280x720,2200K,20
263,263,EPLDay_HEVC_SFR_720p_2200K_20.y4m,261756029454488287946451919892516562910.y4m,EPLDay,25.0,HEVC,1280x720,2200K,20
264,264,EPLDay_HEVC_HFR_288p_300K_48.y4m,307074355530587412647033289307400997778.y4m,EPLDay,50.0,HEVC,512x288,300K,48
265,265,EPLDay_HEVC_HFR_540p_1900K_48.y4m,142782360389732345319226129646959020209.y4m,EPLDay,50.0,HEVC,960x540,1900K,48
266,266,EPLDay_HEVC_HFR_396p_900K_48.y4m,276730722691828566880043132028959991142.y4m,EPLDay,50.0,HEVC,704x396,900K,48
267,267,EPLDay_HEVC_HFR_396p_600K_48.y4m,98015317208129351744487530895368028390.y4m,EPLDay,50.0,HEVC,704x396,600K,48
268,268,EPLDay_HEVC_HFR_540p_1100K_48.y4m,318798836357918053473838349228362891436.y4m,EPLDay,50.0,HEVC,960x540,1100K,48
269,269,EPLDay_HEVC_SFR_288p_300K_48.y4m,78231252425489565907243248481328701090.y4m,EPLDay,25.0,HEVC,512x288,300K,48
270,270,EPLDay_HEVC_SFR_396p_900K_48.y4m,57697821904568594972768384692595722309.y4m,EPLDay,25.0,HEVC,704x396,900K,48
271,271,EPLDay_HEVC_SFR_396p_600K_48.y4m,92578977224774544731272421888171566519.y4m,EPLDay,25.0,HEVC,704x396,600K,48
272,272,EPLDay_HEVC_SFR_540p_1900K_48.y4m,284316890683668138764107130239755217779.y4m,EPLDay,25.0,HEVC,960x540,1900K,48
273,273,EPLDay_HEVC_SFR_540p_1100K_48.y4m,55909488325974615185982842610816515018.y4m,EPLDay,25.0,HEVC,960x540,1100K,48
274,274,EPLDay_AVC_HFR_288p_300K_48.y4m,281381658382635846074863774796340094318.y4m,EPLDay,50.0,AVC,512x288,300K,48
275,275,EPLDay_AVC_HFR_396p_600K_48.y4m,272238514940912384142109132873105736596.y4m,EPLDay,50.0,AVC,704x396,600K,48
276,276,EPLDay_AVC_HFR_396p_900K_48.y4m,153804738713820376324343452240314259335.y4m,EPLDay,50.0,AVC,704x396,900K,48
277,277,EPLDay_AVC_HFR_540p_1300K_48.y4m,211525757704198057526679434077730675586.y4m,EPLDay,50.0,AVC,960x540,1300K,48
278,278,EPLDay_AVC_SFR_288p_200K_48.y4m,306078191522761828297667410349948285689.y4m,EPLDay,25.0,AVC,512x288,200K,48
279,279,EPLDay_AVC_HFR_540p_1900K_48.y4m,64585218886816228064161851101607755760.y4m,EPLDay,50.0,AVC,960x540,1900K,48
280,280,EPLDay_AVC_SFR_396p_400K_48.y4m,219335159056670366472834452223384928007.y4m,EPLDay,25.0,AVC,704x396,400K,48
281,281,EPLDay_AVC_HFR_720p_2200K_48.y4m,309707486677349924804954417466118255303.y4m,EPLDay,50.0,AVC,1280x720,2200K,48
282,282,EPLDay_AVC_SFR_396p_800K_48.y4m,26017269860311522784165445068634344003.y4m,EPLDay,25.0,AVC,704x396,800K,48
283,283,EPLDay_AVC_SFR_540p_1200K_48.y4m,211351050043463910020868694624888619853.y4m,EPLDay,25.0,AVC,960x540,1200K,48
284,284,EPLDay_AVC_SFR_540p_1800K_48.y4m,335291386238585523740024880683613048443.y4m,EPLDay,25.0,AVC,960x540,1800K,48
285,285,EPLDay_AVC_SFR_720p_2000K_48.y4m,129427922878988505393669162111893099170.y4m,EPLDay,25.0,AVC,1280x720,2000K,48
286,286,EPLDay_HEVC_HFR_720p_2200K_48.y4m,156586172577374797945677642267139664863.y4m,EPLDay,50.0,HEVC,1280x720,2200K,48
287,287,EPLDay_HEVC_SFR_720p_2200K_48.y4m,243688851819222997578640486191517947819.y4m,EPLDay,25.0,HEVC,1280x720,2200K,48
288,288,EPLNight_HEVC_HFR_288p_300K_20.y4m,248248140172616426323697141246792374908.y4m,EPLNight,50.0,HEVC,512x288,300K,20
289,289,EPLNight_HEVC_HFR_396p_600K_20.y4m,65785639367550052434177462845695378059.y4m,EPLNight,50.0,HEVC,704x396,600K,20
290,290,EPLNight_HEVC_HFR_396p_900K_20.y4m,275556457547635237495405742092472788306.y4m,EPLNight,50.0,HEVC,704x396,900K,20
291,291,EPLNight_HEVC_HFR_540p_1100K_20.y4m,35769576762001303197942155620487415124.y4m,EPLNight,50.0,HEVC,960x540,1100K,20
292,292,EPLNight_HEVC_HFR_540p_1900K_20.y4m,47145345393659641013413900525818790782.y4m,EPLNight,50.0,HEVC,960x540,1900K,20
293,293,EPLNight_HEVC_SFR_288p_300K_20.y4m,6942628265241378274172314879636168117.y4m,EPLNight,25.0,HEVC,512x288,300K,20
294,294,EPLNight_HEVC_SFR_396p_600K_20.y4m,76149717994632144536133323916693684454.y4m,EPLNight,25.0,HEVC,704x396,600K,20
295,295,EPLNight_HEVC_SFR_540p_1100K_20.y4m,247511125372751142541571913099512491075.y4m,EPLNight,25.0,HEVC,960x540,1100K,20
296,296,EPLNight_HEVC_SFR_396p_900K_20.y4m,258638627390321266433948068077794597620.y4m,EPLNight,25.0,HEVC,704x396,900K,20
297,297,EPLNight_AVC_HFR_288p_300K_20.y4m,73481595991990863345710849950181076262.y4m,EPLNight,50.0,AVC,512x288,300K,20
298,298,EPLNight_AVC_HFR_396p_600K_20.y4m,258405765020793278311747648918975111890.y4m,EPLNight,50.0,AVC,704x396,600K,20
299,299,EPLNight_AVC_HFR_396p_900K_20.y4m,190926580461640002550118744804951564761.y4m,EPLNight,50.0,AVC,704x396,900K,20
300,300,EPLNight_AVC_SFR_288p_200K_20.y4m,194136218489901045170903368424932970981.y4m,EPLNight,25.0,AVC,512x288,200K,20
301,301,EPLNight_AVC_HFR_540p_1300K_20.y4m,290326057017292985927881564953676041449.y4m,EPLNight,50.0,AVC,960x540,1300K,20
302,302,EPLNight_AVC_SFR_396p_400K_20.y4m,121364913141936886654457400601696242455.y4m,EPLNight,25.0,AVC,704x396,400K,20
303,303,EPLNight_AVC_HFR_540p_1900K_20.y4m,329999346872453461938861127764128778651.y4m,EPLNight,50.0,AVC,960x540,1900K,20
304,304,EPLNight_AVC_HFR_720p_2200K_20.y4m,2250682035134305216097701981953866298.y4m,EPLNight,50.0,AVC,1280x720,2200K,20
305,305,EPLNight_AVC_SFR_396p_800K_20.y4m,91768144592950238562953549090096308006.y4m,EPLNight,25.0,AVC,704x396,800K,20
306,306,EPLNight_AVC_SFR_540p_1200K_20.y4m,212121577866967606861205470550135285943.y4m,EPLNight,25.0,AVC,960x540,1200K,20
307,307,EPLNight_HEVC_SFR_720p_2200K_20.y4m,276678022166238435553797552907532076683.y4m,EPLNight,25.0,HEVC,1280x720,2200K,20
308,308,EPLNight_AVC_SFR_540p_1800K_20.y4m,258096563233282417669339393157535323043.y4m,EPLNight,25.0,AVC,960x540,1800K,20
309,309,EPLNight_AVC_SFR_720p_2000K_20.y4m,261887597992836752373702872623165996443.y4m,EPLNight,25.0,AVC,1280x720,2000K,20
310,310,EPLNight_HEVC_HFR_720p_2200K_20.y4m,8233647798036718099697042541067735695.y4m,EPLNight,50.0,HEVC,1280x720,2200K,20
311,311,EPLNight_HEVC_SFR_540p_1900K_20.y4m,50468159113536921636896846476755142519.y4m,EPLNight,25.0,HEVC,960x540,1900K,20
312,312,TNFF_HEVC_SFR_288p_300K_32.y4m,325639304771507810999791000276372992108.y4m,TNFF,29.97,HEVC,512x288,300K,32
313,313,TNFF_HEVC_SFR_396p_600K_32.y4m,275296156261318800693681291462845020168.y4m,TNFF,29.97,HEVC,704x396,600K,32
314,314,TNFF_HEVC_SFR_396p_900K_32.y4m,337126823403821851021822078270733656398.y4m,TNFF,29.97,HEVC,704x396,900K,32
315,315,TNFF_HEVC_SFR_540p_1100K_32.y4m,217910609486578276218831644947706306431.y4m,TNFF,29.97,HEVC,960x540,1100K,32
316,316,TNFF_HEVC_SFR_540p_1900K_32.y4m,93200227589757143495432031934743411433.y4m,TNFF,29.97,HEVC,960x540,1900K,32
317,317,TNFF_HEVC_HFR_288p_300K_32.y4m,27535988334685253918425213234809256555.y4m,TNFF,59.94,HEVC,512x288,300K,32
318,318,TNFF_HEVC_HFR_396p_600K_32.y4m,299662475271944158281984285568655708467.y4m,TNFF,59.94,HEVC,704x396,600K,32
319,319,TNFF_HEVC_HFR_396p_900K_32.y4m,309282245523915747677199455730137348730.y4m,TNFF,59.94,HEVC,704x396,900K,32
320,320,TNFF_HEVC_HFR_540p_1100K_32.y4m,245844877923015536452634350877784068073.y4m,TNFF,59.94,HEVC,960x540,1100K,32
321,321,TNFF_HEVC_HFR_540p_1900K_32.y4m,6731509688661805951482771812729594513.y4m,TNFF,59.94,HEVC,960x540,1900K,32
322,322,TNFF_AVC_HFR_288p_300K_32.y4m,53042610402904320837393790252290806238.y4m,TNFF,59.94,AVC,512x288,300K,32
323,323,TNFF_AVC_HFR_396p_600K_32.y4m,245250478931332179768400771354466926740.y4m,TNFF,59.94,AVC,704x396,600K,32
324,324,TNFF_AVC_HFR_396p_900K_32.y4m,58130500991515444445874419506402405088.y4m,TNFF,59.94,AVC,704x396,900K,32
325,325,TNFF_AVC_SFR_288p_200K_32.y4m,60289308586512004076565930912461786775.y4m,TNFF,29.97,AVC,512x288,200K,32
326,326,TNFF_AVC_SFR_396p_400K_32.y4m,57433606348005250144896946322320404524.y4m,TNFF,29.97,AVC,704x396,400K,32
327,327,TNFF_AVC_HFR_540p_1300K_32.y4m,280508705618619363083131411479892238803.y4m,TNFF,59.94,AVC,960x540,1300K,32
328,328,TNFF_AVC_SFR_396p_800K_32.y4m,126895075228937023366908490544587148989.y4m,TNFF,29.97,AVC,704x396,800K,32
329,329,TNFF_AVC_HFR_540p_1900K_32.y4m,226993337888800299456001128481261747047.y4m,TNFF,59.94,AVC,960x540,1900K,32
330,330,TNFF_AVC_HFR_720p_2200K_32.y4m,326822782165378259600998739469423003465.y4m,TNFF,59.94,AVC,1280x720,2200K,32
331,331,TNFF_AVC_SFR_540p_1200K_32.y4m,29196221807298093796131309331971632436.y4m,TNFF,29.97,AVC,960x540,1200K,32
332,332,TNFF_AVC_SFR_540p_1800K_32.y4m,41135947222332723832185880260095100546.y4m,TNFF,29.97,AVC,960x540,1800K,32
333,333,TNFF_AVC_SFR_720p_2000K_32.y4m,228406414350777349095338461416442003442.y4m,TNFF,29.97,AVC,1280x720,2000K,32
334,334,TNFF_HEVC_HFR_720p_2200K_32.y4m,42689802812500431607206798841998235665.y4m,TNFF,59.94,HEVC,1280x720,2200K,32
335,335,TNFF_HEVC_SFR_720p_2200K_32.y4m,203066308701770318154697169053971349006.y4m,TNFF,29.97,HEVC,1280x720,2200K,32
336,336,TNFF_HEVC_SFR_288p_300K_304.y4m,178452697817019991047789131646159387205.y4m,TNFF,29.97,HEVC,512x288,300K,304
337,337,TNFF_HEVC_SFR_396p_600K_304.y4m,340026722276332396774761703762271030872.y4m,TNFF,29.97,HEVC,704x396,600K,304
338,338,TNFF_HEVC_SFR_396p_900K_304.y4m,81173399342473024797673052640380097934.y4m,TNFF,29.97,HEVC,704x396,900K,304
339,339,TNFF_HEVC_SFR_540p_1100K_304.y4m,256473107763038133154298032696354539660.y4m,TNFF,29.97,HEVC,960x540,1100K,304
340,340,TNFF_HEVC_SFR_540p_1900K_304.y4m,64698647972425582707295598192202388929.y4m,TNFF,29.97,HEVC,960x540,1900K,304
341,341,TNFF_HEVC_HFR_288p_300K_304.y4m,257597759203114086977775990846111315771.y4m,TNFF,59.94,HEVC,512x288,300K,304
342,342,TNFF_HEVC_HFR_396p_600K_304.y4m,269134374794936810829660481357596549761.y4m,TNFF,59.94,HEVC,704x396,600K,304
343,343,TNFF_HEVC_HFR_396p_900K_304.y4m,133741678470333360667359443516540595676.y4m,TNFF,59.94,HEVC,704x396,900K,304
344,344,TNFF_HEVC_HFR_540p_1100K_304.y4m,49785908149879065542090455593359749471.y4m,TNFF,59.94,HEVC,960x540,1100K,304
345,345,TNFF_HEVC_HFR_540p_1900K_304.y4m,69357698640168937857597816171292875193.y4m,TNFF,59.94,HEVC,960x540,1900K,304
346,346,TNFF_AVC_HFR_288p_300K_304.y4m,36867318683568727150944689773249922946.y4m,TNFF,59.94,AVC,512x288,300K,304
347,347,TNFF_AVC_HFR_396p_600K_304.y4m,299493739430263406363132550504185217071.y4m,TNFF,59.94,AVC,704x396,600K,304
348,348,TNFF_AVC_HFR_396p_900K_304.y4m,114073755376802198762466207623520385810.y4m,TNFF,59.94,AVC,704x396,900K,304
349,349,TNFF_AVC_SFR_288p_200K_304.y4m,231610366375012691874713575199994469662.y4m,TNFF,29.97,AVC,512x288,200K,304
350,350,TNFF_AVC_SFR_396p_400K_304.y4m,61368025939496198214034687339977167571.y4m,TNFF,29.97,AVC,704x396,400K,304
351,351,TNFF_AVC_HFR_540p_1300K_304.y4m,169497983069054757540231138117798448622.y4m,TNFF,59.94,AVC,960x540,1300K,304
352,352,TNFF_AVC_SFR_396p_800K_304.y4m,261083580145235603787610340180568283621.y4m,TNFF,29.97,AVC,704x396,800K,304
353,353,TNFF_AVC_HFR_540p_1900K_304.y4m,41451778667255070132044847676701603159.y4m,TNFF,59.94,AVC,960x540,1900K,304
354,354,TNFF_AVC_HFR_720p_2200K_304.y4m,248036618313580692193538890176276087925.y4m,TNFF,59.94,AVC,1280x720,2200K,304
355,355,TNFF_AVC_SFR_540p_1200K_304.y4m,323661166693980667877939208856123080568.y4m,TNFF,29.97,AVC,960x540,1200K,304
356,356,TNFF_AVC_SFR_540p_1800K_304.y4m,291919752761724645151991375934779451550.y4m,TNFF,29.97,AVC,960x540,1800K,304
357,357,TNFF_AVC_SFR_720p_2000K_304.y4m,209932305063126453400202140017970417231.y4m,TNFF,29.97,AVC,1280x720,2000K,304
358,358,TNFF_HEVC_HFR_720p_2200K_304.y4m,320978376392126278874354343147459896330.y4m,TNFF,59.94,HEVC,1280x720,2200K,304
359,359,TNFF_HEVC_SFR_720p_2200K_304.y4m,185657067729012759575942057007200918981.y4m,TNFF,29.97,HEVC,1280x720,2200K,304
360,360,TNFNFL_AVC_HFR_288p_300K_3184.y4m,225951196189916445491416389567959652807.y4m,TNFNFL,59.94,AVC,512x288,300K,3184
361,361,TNFNFL_AVC_HFR_396p_600K_3184.y4m,208298232351072860463657126616977734007.y4m,TNFNFL,59.94,AVC,704x396,600K,3184
362,362,TNFNFL_AVC_SFR_288p_200K_3184.y4m,249438694953055087244425357472283988902.y4m,TNFNFL,29.97,AVC,512x288,200K,3184
363,363,TNFNFL_AVC_HFR_396p_900K_3184.y4m,209417150962200272839462990033318794432.y4m,TNFNFL,59.94,AVC,704x396,900K,3184
